age,sex,education,race,hispanic,enrolled,full_time,school_level,labor_status,weight,usual_hours,female,race_group,employed,college_enrolled
23,2,39,1,0,0,-1,NA,7,25873569,NA,1,White,0,0
18,2,37,2,0,1,1,High school,7,39227151,NA,1,Black,0,0
24,1,43,1,0,1,1,College,1,20973104,15,0,White,1,1
22,2,41,2,0,1,1,College,1,42148947,20,1,Black,1,1
23,1,42,1,0,0,-1,NA,1,29736005,40,0,White,1,0
21,1,40,1,0,1,1,College,7,29736005,NA,0,White,0,1
20,1,40,1,0,1,1,College,7,29736005,NA,0,White,0,1
22,1,43,1,0,1,1,College,1,22520701,40,0,White,1,1
21,1,40,1,0,1,1,College,1,22520701,40,0,White,1,1
22,1,43,1,0,0,-1,NA,1,43811958,40,0,White,1,0
18,2,40,1,0,1,1,College,1,39785770,NA,1,White,1,1
21,1,40,1,0,1,1,College,7,23746299,NA,0,White,0,1
20,1,40,1,0,1,1,College,7,23746299,NA,0,White,0,1
21,2,40,1,1,1,1,College,1,36384565,NA,1,White,1,1
19,2,40,1,0,1,1,College,1,48988088,NA,1,White,1,1
20,2,40,1,0,1,1,College,7,31571189,NA,1,White,0,1
23,1,39,1,1,0,-1,NA,1,44802866,40,0,White,1,0
19,2,40,1,1,1,1,College,7,37856494,NA,1,White,0,1
23,1,43,1,0,0,-1,NA,1,42145571,40,0,White,1,0
18,2,39,1,0,0,-1,NA,4,41706446,NA,1,White,0,0
18,1,40,1,1,0,-1,NA,2,34916102,40,0,White,1,0
20,1,40,1,1,1,1,College,7,35673108,NA,0,White,0,1
18,2,40,1,0,1,1,College,7,41521744,NA,1,White,0,1
23,1,39,1,1,0,-1,NA,1,26095767,40,0,White,1,0
23,1,43,1,0,0,-1,NA,1,24892663,40,0,White,1,0
23,1,39,2,0,0,-1,NA,1,74461631,40,0,Black,1,0
18,2,40,2,0,1,1,College,7,11427574,NA,1,Black,0,1
22,1,33,1,1,0,-1,NA,1,8095949,40,0,White,1,0
22,2,40,1,1,1,1,College,1,7210259,15,1,White,1,1
22,2,39,1,0,1,1,College,1,10196085,NA,1,White,1,1
19,1,38,2,0,1,1,High school,7,15734636,NA,0,Black,0,0
21,2,43,1,0,0,-1,NA,1,4361775,40,1,White,1,0
23,2,43,1,0,0,-1,NA,1,4361775,30,1,White,1,0
23,2,43,1,0,0,-1,NA,1,4361775,30,1,White,1,0
20,1,39,1,0,0,-1,NA,7,55408886,NA,0,White,0,0
23,1,40,1,0,1,2,College,1,54551529,40,0,White,1,1
20,1,39,1,0,0,-1,NA,1,60235910,40,0,White,1,0
18,1,39,1,1,1,1,College,7,54917414,NA,0,White,0,1
20,1,39,2,0,0,-1,NA,1,60426152,40,0,Black,1,0
19,2,42,1,1,1,1,College,1,57677209,20,1,White,1,1
20,2,42,2,0,1,1,College,7,82630508,NA,1,Black,0,1
24,1,39,1,1,0,-1,NA,1,49860265,40,0,White,1,0
22,1,40,2,0,1,1,College,1,46772763,20,0,Black,1,1
19,2,40,1,0,1,1,College,1,65462074,25,1,White,1,1
24,2,39,1,0,0,-1,NA,1,68009134,40,1,White,1,0
18,1,42,1,1,1,2,College,1,67519071,32,0,White,1,1
20,2,43,1,1,0,-1,NA,1,73780971,32,1,White,1,0
22,2,40,1,1,1,1,College,1,51063066,20,1,White,1,1
24,1,39,1,1,0,-1,NA,1,46124607,50,0,White,1,0
24,1,39,1,1,0,-1,NA,1,46124607,40,0,White,1,0
20,1,39,1,1,1,1,College,7,42504736,NA,0,White,0,1
21,2,39,2,0,1,1,College,1,87241105,12,1,Black,1,1
19,1,39,2,0,0,-1,NA,1,64046555,24,0,Black,1,0
21,2,40,1,1,1,1,College,1,53862869,NA,1,White,1,1
24,2,44,2,0,0,-1,NA,1,65884023,40,1,Black,1,0
21,2,36,2,0,0,-1,NA,1,65884023,40,1,Black,1,0
24,2,40,1,1,1,1,College,1,62878916,35,1,White,1,1
22,2,42,1,0,1,1,College,1,65238128,25,1,White,1,1
18,1,39,1,0,0,-1,NA,1,48619172,25,0,White,1,0
20,2,39,1,1,0,-1,NA,1,69642996,40,1,White,1,0
24,1,36,6,1,0,-1,NA,1,54624177,40,0,Other,1,0
22,1,31,6,1,0,-1,NA,1,54624177,40,0,Other,1,0
20,2,39,1,1,0,-1,NA,1,69642996,NA,1,White,1,0
23,1,43,1,0,0,-1,NA,1,57748448,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,54019670,40,0,White,1,0
21,1,39,1,1,0,-1,NA,1,48635096,40,0,White,1,0
18,1,39,1,1,0,-1,NA,2,55683734,40,0,White,1,0
19,1,39,1,0,1,2,College,1,52760960,40,0,White,1,1
23,1,40,8,0,1,1,College,7,67335793,NA,0,Other,0,1
20,1,40,8,0,1,2,College,1,67335793,25,0,Other,1,1
21,1,40,4,0,1,1,College,1,37090700,8,0,Asian,1,1
24,1,43,1,0,0,-1,NA,1,67763115,40,0,White,1,0
24,1,43,1,0,0,-1,NA,1,67763115,40,0,White,1,0
20,1,39,2,0,1,1,College,7,113029901,NA,0,Black,0,1
18,2,40,2,0,1,1,College,7,83182819,NA,1,Black,0,1
20,1,42,7,0,1,1,College,7,66981910,NA,0,Other,0,1
22,2,38,1,1,1,1,College,7,56098125,NA,1,White,0,1
22,2,43,2,0,0,-1,NA,1,43192252,40,1,Black,1,0
21,2,39,1,0,0,-1,NA,1,48388289,40,1,White,1,0
19,2,39,2,0,0,-1,NA,7,51388241,NA,1,Black,0,0
22,2,39,1,0,1,2,College,1,40079561,40,1,White,1,1
23,1,39,1,0,0,-1,NA,1,47990619,40,0,White,1,0
21,2,39,1,0,0,-1,NA,4,50072308,NA,1,White,0,0
20,1,39,1,0,0,-1,NA,1,53862669,40,0,White,1,0
19,1,40,1,0,1,1,College,7,52691162,NA,0,White,0,1
19,2,41,6,0,0,-1,NA,1,16424862,40,1,Other,1,0
21,2,40,2,0,1,1,College,7,27899556,NA,1,Black,0,1
19,1,39,1,0,0,-1,NA,5,17511643,NA,0,White,0,0
22,2,40,4,0,0,-1,NA,1,13621159,14,1,Asian,1,0
19,2,40,2,0,1,1,College,7,20426215,NA,1,Black,0,1
21,2,37,1,0,0,-1,NA,1,21674940,20,1,White,1,0
18,1,40,1,1,1,1,College,7,22170838,NA,0,White,0,1
18,2,39,1,0,0,-1,NA,1,29274424,40,1,White,1,0
18,1,39,1,0,1,2,College,6,22990550,NA,0,White,0,1
18,2,37,1,0,1,1,High school,7,24612122,NA,1,White,0,0
24,2,40,2,1,0,-1,NA,1,56113716,40,1,Black,1,0
18,1,39,2,0,0,-1,NA,4,67660093,NA,0,Black,0,0
22,1,40,1,0,0,-1,NA,1,56600399,39,0,White,1,0
24,1,35,2,0,0,-1,NA,1,39932012,NA,0,Black,1,0
22,1,41,1,0,0,-1,NA,1,44455333,48,0,White,1,0
22,1,40,1,0,1,2,College,1,44455333,40,0,White,1,1
21,1,40,1,0,1,1,College,7,51599610,NA,0,White,0,1
24,2,43,2,0,0,-1,NA,7,52301314,NA,1,Black,0,0
21,2,43,2,0,0,-1,NA,1,83561552,40,1,Black,1,0
21,2,40,2,0,1,1,College,1,74058900,20,1,Black,1,1
23,2,40,1,0,0,-1,NA,4,27497035,NA,1,White,0,0
20,2,40,1,0,1,1,College,1,27497035,15,1,White,1,1
22,2,43,1,0,1,2,College,1,27497035,18,1,White,1,1
21,1,40,1,0,1,1,College,7,40765403,NA,0,White,0,1
23,2,44,1,0,0,-1,NA,1,36688775,40,1,White,1,0
20,1,40,1,0,1,1,College,1,39167859,10,0,White,1,1
20,1,40,1,0,1,1,College,7,36010826,NA,0,White,0,1
23,1,39,1,0,0,-1,NA,1,40765403,40,0,White,1,0
23,1,38,1,1,0,-1,NA,1,33471324,NA,0,White,1,0
23,1,43,1,0,0,-1,NA,1,46784541,45,0,White,1,0
20,1,43,1,0,0,-1,NA,1,46784541,45,0,White,1,0
21,2,43,1,0,1,1,College,1,43823369,40,1,White,1,1
21,2,43,4,0,1,1,College,1,27995273,40,1,Asian,1,1
21,2,43,1,0,1,1,College,1,43823369,40,1,White,1,1
21,2,43,1,0,1,1,College,1,43823369,40,1,White,1,1
18,2,37,1,0,0,-1,NA,7,19101597,NA,1,White,0,0
24,1,39,1,0,0,-1,NA,7,21314531,NA,0,White,0,0
22,1,40,1,0,0,-1,NA,1,21314531,40,0,White,1,0
23,2,40,1,0,1,1,College,7,24430452,NA,1,White,0,1
23,1,43,4,0,1,1,College,1,23237400,20,0,Asian,1,1
22,2,43,1,0,1,1,College,7,25940542,NA,1,White,0,1
23,1,40,2,0,1,1,College,7,38340229,NA,0,Black,0,1
23,1,40,2,0,1,1,College,4,38340229,NA,0,Black,0,1
22,1,40,2,0,1,1,College,7,38340229,NA,0,Black,0,1
19,2,37,6,0,0,-1,NA,7,26833975,NA,1,Other,0,0
19,2,39,1,0,0,-1,NA,1,16016747,40,1,White,1,0
21,1,42,1,0,1,1,College,7,15968806,NA,0,White,0,1
18,1,39,1,0,1,2,College,1,11335178,25,0,White,1,1
19,2,35,1,0,1,1,High school,7,14064548,NA,1,White,0,0
20,1,40,1,0,1,1,College,1,15210946,8,0,White,1,1
19,1,39,1,0,0,-1,NA,1,12612144,40,0,White,1,0
18,2,40,1,0,1,1,College,7,53608669,NA,1,White,0,1
24,1,42,4,0,0,-1,NA,1,83997275,20,0,Asian,1,0
23,1,39,1,0,0,-1,NA,1,55055288,40,0,White,1,0
20,2,42,1,0,1,1,College,1,57857083,8,1,White,1,1
19,2,39,1,0,1,1,College,7,51213771,NA,1,White,0,1
22,2,40,1,0,0,-1,NA,7,60326816,NA,1,White,0,0
19,1,40,1,0,1,1,College,7,52009459,NA,0,White,0,1
18,1,39,2,0,1,1,College,4,65850124,NA,0,Black,0,1
20,1,39,1,0,0,-1,NA,1,63030305,40,0,White,1,0
24,1,43,4,0,1,1,College,7,34026504,NA,0,Asian,0,1
23,2,41,2,0,0,-1,NA,4,47899730,NA,1,Black,0,0
20,2,40,6,1,1,1,College,7,55714201,NA,1,Other,0,1
18,1,39,3,0,1,1,College,1,75391165,5,0,Other,1,1
19,1,40,1,0,1,1,College,1,49226916,20,0,White,1,1
24,1,39,1,0,0,-1,NA,1,71392254,30,0,White,1,0
24,1,42,1,0,0,-1,NA,1,65281245,40,0,White,1,0
19,2,40,2,0,1,1,College,7,48538493,NA,1,Black,0,1
18,2,38,2,0,1,1,College,7,63965432,NA,1,Black,0,1
24,2,43,4,0,0,-1,NA,1,40462150,40,1,Asian,1,0
22,1,40,4,0,1,1,College,1,41449572,NA,0,Asian,1,1
20,2,40,4,0,1,1,College,7,62942946,NA,1,Asian,0,1
23,2,43,1,0,0,-1,NA,1,64346094,40,1,White,1,0
22,1,43,1,0,0,-1,NA,1,56034516,40,0,White,1,0
19,2,40,1,0,1,1,College,7,64663785,NA,1,White,0,1
22,2,43,1,0,0,-1,NA,1,47272300,40,1,White,1,0
22,2,43,1,0,0,-1,NA,1,47272300,40,1,White,1,0
22,2,43,1,0,1,1,College,7,47272300,NA,1,White,0,1
20,2,40,1,1,1,1,College,1,59352487,NA,1,White,1,1
19,2,39,1,0,1,2,College,1,67197809,10,1,White,1,1
18,1,39,1,0,0,-1,NA,4,62374819,NA,0,White,0,0
21,1,41,1,0,1,1,College,7,58230378,NA,0,White,0,1
21,2,43,1,0,0,-1,NA,1,66458882,40,1,White,1,0
18,2,40,4,0,1,1,College,7,34713025,NA,1,Asian,0,1
20,1,37,2,1,0,-1,NA,7,48416528,NA,0,Black,0,0
18,2,43,4,0,1,1,College,7,36854898,NA,1,Asian,0,1
20,2,31,1,0,0,-1,NA,7,59483799,NA,1,White,0,0
24,1,40,1,0,0,-1,NA,1,65359425,40,0,White,1,0
21,1,40,1,0,0,-1,NA,1,65359425,40,0,White,1,0
21,2,40,1,0,1,1,College,1,55231824,10,1,White,1,1
20,1,39,1,0,0,-1,NA,1,41461961,25,0,White,1,0
20,1,39,1,0,0,-1,NA,1,40667859,40,0,White,1,0
21,2,39,2,0,0,-1,NA,7,70225308,NA,1,Black,0,0
21,1,35,1,0,0,-1,NA,1,47667998,40,0,White,1,0
18,2,35,1,0,0,-1,NA,1,47819593,40,1,White,1,0
18,1,35,1,1,0,-1,NA,1,70438280,35,0,White,1,0
22,2,43,1,0,0,-1,NA,1,49675136,40,1,White,1,0
20,2,42,1,0,1,1,College,7,49561088,NA,1,White,0,1
24,2,39,2,0,0,-1,NA,7,63168142,NA,1,Black,0,0
24,2,39,2,0,0,-1,NA,6,83867630,NA,1,Black,0,0
21,2,40,1,0,1,1,College,1,49494718,20,1,White,1,1
19,2,40,1,0,1,1,College,7,43296775,NA,1,White,0,1
24,1,41,1,0,0,-1,NA,1,46554167,40,0,White,1,0
23,1,40,1,0,1,1,College,1,55277552,25,0,White,1,1
22,1,40,1,0,1,1,College,1,55277552,16,0,White,1,1
22,1,43,1,0,0,-1,NA,4,55277552,NA,0,White,0,0
23,2,35,1,1,1,1,High school,7,46589975,NA,1,White,0,0
22,1,39,3,0,0,-1,NA,6,72558856,NA,0,Other,0,0
23,2,43,1,0,0,-1,NA,1,45659920,40,1,White,1,0
18,1,40,1,1,1,1,College,7,37741564,NA,0,White,0,1
24,2,43,1,0,1,1,College,7,49494718,NA,1,White,0,1
22,2,40,1,0,1,1,College,7,49494718,NA,1,White,0,1
19,1,37,1,0,1,1,High school,7,39771599,NA,0,White,0,0
21,1,40,1,0,1,1,College,7,48960950,NA,0,White,0,1
21,1,40,1,0,1,1,College,7,48960950,NA,0,White,0,1
22,2,41,4,0,0,-1,NA,7,44019717,NA,1,Asian,0,0
19,1,40,4,0,1,1,College,7,44643597,NA,0,Asian,0,1
23,1,40,1,0,1,1,College,7,54306559,NA,0,White,0,1
20,1,40,1,0,1,1,College,7,54306559,NA,0,White,0,1
20,1,40,1,0,1,1,College,7,54306559,NA,0,White,0,1
23,1,40,1,0,1,1,College,7,54306559,NA,0,White,0,1
22,2,39,1,0,1,1,College,1,39226504,NA,1,White,1,1
21,1,40,1,0,0,-1,NA,1,42824081,NA,0,White,1,0
21,2,40,1,0,0,-1,NA,1,39226504,NA,1,White,1,0
24,1,39,1,0,0,-1,NA,1,43375709,40,0,White,1,0
24,2,43,1,0,0,-1,NA,1,50078616,40,1,White,1,0
18,2,39,2,0,0,-1,NA,4,54098573,NA,1,Black,0,0
23,1,39,1,1,0,-1,NA,1,68894542,30,0,White,1,0
21,2,37,1,1,0,-1,NA,1,75119892,30,1,White,1,0
20,1,39,2,0,0,-1,NA,7,104267577,NA,0,Black,0,0
21,1,39,1,0,0,-1,NA,1,50047050,NA,0,White,1,0
22,1,40,1,0,1,1,College,1,65517495,NA,0,White,1,1
22,2,43,1,0,0,-1,NA,1,61493395,40,1,White,1,0
24,1,43,1,0,1,2,College,1,54371348,40,0,White,1,1
22,2,39,1,0,1,1,College,1,64553828,25,1,White,1,1
22,2,40,1,0,1,1,College,1,66901889,24,1,White,1,1
23,1,40,1,0,1,2,College,1,56349035,40,0,White,1,1
18,1,39,1,0,0,-1,NA,7,46495383,NA,0,White,0,0
22,1,39,2,0,0,-1,NA,1,109235080,40,0,Black,1,0
22,2,39,2,0,0,-1,NA,1,83680504,30,1,Black,1,0
24,1,43,1,0,0,-1,NA,1,71178512,40,0,White,1,0
18,1,33,8,0,1,1,High school,7,54454826,NA,0,Other,0,0
18,1,39,1,0,0,-1,NA,1,46462896,NA,0,White,1,0
24,1,39,1,0,0,-1,NA,6,41169601,NA,0,White,0,0
24,2,43,1,0,0,-1,NA,1,42263906,38,1,White,1,0
21,1,39,2,0,1,2,College,1,68363731,NA,0,Black,1,1
21,1,39,2,0,0,-1,NA,1,68363731,35,0,Black,1,0
22,2,39,1,0,0,-1,NA,1,56308106,23,1,White,1,0
20,2,40,1,0,1,2,College,1,56007838,NA,1,White,1,1
24,1,39,1,1,0,-1,NA,4,55455298,NA,0,White,0,0
18,1,37,4,0,1,1,High school,7,47861436,NA,0,Asian,0,0
23,1,43,1,0,0,-1,NA,1,61195595,25,0,White,1,0
20,2,39,1,0,0,-1,NA,4,48868492,NA,1,White,0,0
21,2,40,1,0,0,-1,NA,1,48868492,40,1,White,1,0
24,1,43,1,0,0,-1,NA,1,51103803,55,0,White,1,0
22,1,40,1,0,1,1,College,7,51103803,NA,0,White,0,1
24,1,43,4,0,0,-1,NA,1,35109764,40,0,Asian,1,0
18,1,39,1,0,0,-1,NA,1,50843474,40,0,White,1,0
20,1,39,1,1,0,-1,NA,7,48195134,NA,0,White,0,0
24,2,39,1,1,0,-1,NA,1,48488474,40,1,White,1,0
23,1,40,1,0,1,1,College,7,46063513,NA,0,White,0,1
20,1,40,1,0,1,1,College,7,46063513,NA,0,White,0,1
21,2,40,1,0,1,1,College,1,61323577,6,1,White,1,1
19,2,40,1,0,1,1,College,1,64737344,8,1,White,1,1
24,2,43,1,1,0,-1,NA,1,57955767,40,1,White,1,0
18,1,39,1,0,1,1,College,2,53668255,30,0,White,1,1
22,2,39,1,0,0,-1,NA,7,50352038,NA,1,White,0,0
20,1,40,1,0,1,1,College,7,14037369,NA,0,White,0,1
22,2,40,1,0,1,1,College,1,18276274,15,1,White,1,1
20,1,40,1,0,1,1,College,1,16604501,6,0,White,1,1
18,1,37,1,0,0,-1,NA,6,15075382,NA,0,White,0,0
22,1,39,2,0,0,-1,NA,1,15758559,40,0,Black,1,0
23,1,40,1,0,0,-1,NA,1,31706747,40,0,White,1,0
23,1,39,1,0,0,-1,NA,1,31706747,40,0,White,1,0
19,1,40,6,1,1,2,College,4,44976401,NA,0,Other,0,1
18,2,39,1,0,1,1,College,7,29277788,NA,1,White,0,1
18,1,39,1,0,0,-1,NA,7,41621996,NA,0,White,0,0
23,1,39,1,0,0,-1,NA,1,47158141,48,0,White,1,0
22,2,43,1,0,0,-1,NA,1,41875909,40,1,White,1,0
21,2,40,1,1,1,1,College,2,24541705,12,1,White,1,1
23,1,39,1,0,0,-1,NA,1,31706747,40,0,White,1,0
19,1,39,1,0,0,-1,NA,1,29030858,40,0,White,1,0
24,2,43,1,0,0,-1,NA,7,37700884,NA,1,White,0,0
20,1,40,1,0,1,1,College,7,35854596,NA,0,White,0,1
22,2,40,2,0,0,-1,NA,1,49227438,NA,1,Black,1,0
23,1,43,1,0,0,-1,NA,1,44712052,40,0,White,1,0
19,2,40,1,0,1,1,College,1,43722821,15,1,White,1,1
20,1,43,10,0,0,-1,NA,1,57112655,45,0,Other,1,0
24,1,39,1,0,0,-1,NA,1,32608593,40,0,White,1,0
20,1,39,1,0,0,-1,NA,1,39201251,40,0,White,1,0
18,2,35,1,0,0,-1,NA,7,44193226,NA,1,White,0,0
21,2,40,1,0,0,-1,NA,6,36968498,NA,1,White,0,0
22,2,43,1,0,0,-1,NA,1,38643226,25,1,White,1,0
23,2,37,1,1,0,-1,NA,1,45442834,40,1,White,1,0
22,1,37,1,1,0,-1,NA,1,26507788,40,0,White,1,0
22,1,40,1,1,1,1,College,1,33682723,20,0,White,1,1
18,1,40,1,1,1,1,College,7,43944523,NA,0,White,0,1
24,1,31,2,1,0,-1,NA,1,40874754,40,0,Black,1,0
23,2,39,1,0,0,-1,NA,2,6257770,40,1,White,1,0
24,2,43,1,0,0,-1,NA,1,55863326,45,1,White,1,0
24,2,41,2,0,0,-1,NA,1,68178191,40,1,Black,1,0
24,2,43,4,0,0,-1,NA,1,57393432,35,1,Asian,1,0
18,1,37,2,0,1,1,High school,7,59249589,NA,0,Black,0,0
22,1,39,2,0,0,-1,NA,1,40684827,35,0,Black,1,0
19,2,40,1,0,1,1,College,7,50982782,NA,1,White,0,1
20,2,40,10,0,0,-1,NA,1,54011677,40,1,Other,1,0
23,2,40,1,1,1,2,College,1,44542767,40,1,White,1,1
24,1,39,1,0,0,-1,NA,1,60696061,40,0,White,1,0
24,2,42,1,0,1,2,College,1,55863326,NA,1,White,1,1
21,1,40,1,0,1,1,College,7,60719101,NA,0,White,0,1
18,2,40,1,0,1,1,College,7,63028903,NA,1,White,0,1
22,1,40,1,0,1,1,College,7,76076485,NA,0,White,0,1
19,2,40,1,0,1,1,College,1,48450694,40,1,White,1,1
21,2,39,5,0,0,-1,NA,5,57344321,NA,1,Other,0,0
24,2,39,4,0,0,-1,NA,7,37070799,NA,1,Asian,0,0
23,2,42,7,0,0,-1,NA,1,102750229,45,1,Other,1,0
21,2,39,7,0,0,-1,NA,1,102750229,40,1,Other,1,0
24,1,40,1,0,0,-1,NA,1,61846812,45,0,White,1,0
22,1,43,2,0,1,1,College,1,69174511,40,0,Black,1,1
22,2,40,2,0,1,1,College,7,53367155,NA,1,Black,0,1
21,1,39,9,1,0,-1,NA,6,86123160,NA,0,Other,0,0
22,1,39,2,0,0,-1,NA,1,43434915,24,0,Black,1,0
20,1,39,2,0,0,-1,NA,1,43434915,24,0,Black,1,0
23,2,40,1,0,0,-1,NA,4,7830793,NA,1,White,0,0
23,1,39,1,0,0,-1,NA,1,9656112,42,0,White,1,0
24,2,43,1,0,1,1,College,1,6883479,25,1,White,1,1
19,1,39,2,0,0,-1,NA,7,15455959,NA,0,Black,0,0
19,2,40,1,0,1,1,College,1,7488061,50,1,White,1,1
24,1,39,1,0,0,-1,NA,1,12087810,40,0,White,1,0
22,2,39,1,0,0,-1,NA,1,13060357,40,1,White,1,0
18,1,40,1,0,0,-1,NA,1,8649917,40,0,White,1,0
21,2,39,1,0,0,-1,NA,7,13060357,NA,1,White,0,0
23,1,39,1,0,0,-1,NA,1,19298753,40,0,White,1,0
23,2,43,1,0,0,-1,NA,1,26563037,40,1,White,1,0
24,2,39,1,0,0,-1,NA,1,35441799,40,1,White,1,0
22,2,39,2,0,0,-1,NA,1,47832963,40,1,Black,1,0
20,1,39,2,0,0,-1,NA,1,53266102,25,0,Black,1,0
23,2,39,1,0,0,-1,NA,1,23427647,35,1,White,1,0
23,1,39,1,0,0,-1,NA,6,27054809,NA,0,White,0,0
24,1,39,1,1,0,-1,NA,1,28260817,40,0,White,1,0
23,2,39,1,1,0,-1,NA,1,28883027,40,1,White,1,0
22,1,40,2,0,1,1,College,1,42442533,40,0,Black,1,1
23,1,43,2,0,1,1,College,7,42442533,NA,0,Black,0,1
24,1,43,2,0,1,2,College,1,42442533,36,0,Black,1,1
19,1,38,1,0,1,1,High school,1,33093910,30,0,White,1,0
19,2,39,1,1,1,2,College,4,32002030,NA,1,White,0,1
20,1,39,1,1,0,-1,NA,1,18513809,40,0,White,1,0
21,1,40,1,0,1,1,College,1,9184742,NA,0,White,1,1
24,2,40,1,0,0,-1,NA,1,11224054,40,1,White,1,0
18,1,40,1,0,1,1,College,7,4239483,NA,0,White,0,1
18,1,39,2,0,1,1,College,7,7669642,NA,0,Black,0,1
21,1,40,2,0,1,1,College,7,5699765,NA,0,Black,0,1
24,1,43,1,0,0,-1,NA,1,5533170,40,0,White,1,0
21,2,39,2,0,0,-1,NA,4,8406666,NA,1,Black,0,0
19,2,37,2,0,1,1,High school,7,6069504,NA,1,Black,0,0
22,1,39,4,0,1,1,College,7,3077547,NA,0,Asian,0,1
19,1,39,1,0,1,1,College,1,4114426,15,0,White,1,1
23,1,43,1,0,0,-1,NA,1,45718264,37,0,White,1,0
23,2,43,1,0,0,-1,NA,1,38181795,38,1,White,1,0
19,1,43,1,0,0,-1,NA,1,47208982,40,0,White,1,0
19,2,36,1,0,1,1,High school,7,42328898,NA,1,White,0,0
23,2,43,1,0,0,-1,NA,1,24442414,40,1,White,1,0
24,1,43,1,0,0,-1,NA,1,22877173,40,0,White,1,0
19,2,39,2,0,1,1,College,1,25040699,20,1,Black,1,1
18,2,40,2,0,1,1,College,7,36756636,NA,1,Black,0,1
18,1,40,1,0,1,1,College,1,31745412,40,0,White,1,1
23,2,40,2,0,1,2,College,1,28241255,24,1,Black,1,1
23,1,41,2,0,0,-1,NA,1,17770537,40,0,Black,1,0
24,2,40,2,0,1,1,College,1,28241255,25,1,Black,1,1
22,2,43,1,0,0,-1,NA,1,18971407,35,1,White,1,0
18,2,39,1,0,0,-1,NA,4,18763454,NA,1,White,0,0
21,1,39,1,0,0,-1,NA,1,19178530,40,0,White,1,0
21,1,40,2,0,0,-1,NA,1,21631519,25,0,Black,1,0
19,1,39,2,0,0,-1,NA,1,27055085,29,0,Black,1,0
18,2,40,2,0,1,1,College,7,23415148,NA,1,Black,0,1
21,2,40,1,0,1,2,College,1,37434639,NA,1,White,1,1
19,2,40,1,0,1,1,College,1,32746911,NA,1,White,1,1
18,1,39,1,0,0,-1,NA,1,33308831,40,0,White,1,0
23,1,39,2,0,0,-1,NA,7,29112979,NA,0,Black,0,0
19,1,39,2,0,0,-1,NA,1,23126805,29,0,Black,1,0
22,1,39,1,0,0,-1,NA,1,21314531,40,0,White,1,0
21,2,39,1,0,1,1,College,7,24430452,NA,1,White,0,1
23,2,44,1,0,0,-1,NA,1,22561817,40,1,White,1,0
20,1,40,1,0,1,1,College,7,18928612,NA,0,White,0,1
22,2,40,1,0,1,1,College,1,22561817,15,1,White,1,1
22,2,43,1,0,0,-1,NA,1,14823863,25,1,White,1,0
18,2,36,1,0,0,-1,NA,6,18795540,NA,1,White,0,0
21,1,41,1,0,0,-1,NA,1,19752105,35,0,White,1,0
23,2,39,2,0,1,1,High school,7,29141400,NA,1,Black,0,0
18,1,37,1,0,1,1,High school,1,14475677,30,0,White,1,0
18,1,40,1,0,1,1,College,7,11335178,NA,0,White,0,1
20,2,40,1,0,1,1,College,1,13322889,15,1,White,1,1
19,1,35,1,0,1,1,High school,7,52009459,NA,0,White,0,0
24,1,43,1,0,0,-1,NA,1,17640687,40,0,White,1,0
18,1,39,1,0,1,1,College,7,43619731,NA,0,White,0,1
24,2,43,1,0,0,-1,NA,1,35398012,38,1,White,1,0
19,1,41,1,0,1,1,College,1,32369227,15,0,White,1,1
23,1,43,1,1,0,-1,NA,1,35650339,40,0,White,1,0
19,2,40,1,0,1,1,College,7,40017146,NA,1,White,0,1
21,1,39,1,0,0,-1,NA,4,40446932,NA,0,White,0,0
19,1,39,1,0,0,-1,NA,7,4226119,NA,0,White,0,0
23,1,40,1,0,1,1,College,1,6609468,24,0,White,1,1
24,2,40,1,0,0,-1,NA,1,7074298,40,1,White,1,0
22,1,39,1,0,1,1,College,7,11452425,NA,0,White,0,1
19,2,39,1,0,1,1,College,7,8869127,NA,1,White,0,1
22,1,39,1,0,0,-1,NA,1,9656112,NA,0,White,1,0
24,1,39,1,0,0,-1,NA,7,10928078,NA,0,White,0,0
22,1,40,1,0,1,1,College,7,9696041,NA,0,White,0,1
20,1,39,1,0,0,-1,NA,7,9696041,NA,0,White,0,0
20,1,39,1,0,1,2,College,1,8198760,25,0,White,1,1
21,1,39,1,0,0,-1,NA,1,12087810,NA,0,White,1,0
24,2,40,1,0,0,-1,NA,7,7436034,NA,1,White,0,0
23,1,40,1,0,0,-1,NA,1,7257651,40,0,White,1,0
23,2,39,1,0,0,-1,NA,1,6722604,40,1,White,1,0
19,1,37,1,0,1,2,High school,1,6544864,20,0,White,1,0
24,2,39,4,0,0,-1,NA,1,5018674,40,1,Asian,1,0
18,1,40,1,1,1,1,College,7,6313811,NA,0,White,0,1
23,2,39,1,1,0,-1,NA,1,55361849,40,1,White,1,0
20,2,40,1,1,0,-1,NA,7,44268613,NA,1,White,0,0
22,2,39,1,0,0,-1,NA,1,57009347,35,1,White,1,0
18,2,36,6,1,0,-1,NA,7,49564300,NA,1,Other,0,0
19,2,40,1,1,1,2,College,1,56645134,25,1,White,1,1
19,1,39,3,0,1,1,High school,7,50769726,NA,0,Other,0,0
23,1,39,3,0,0,-1,NA,1,55288020,40,0,Other,1,0
24,2,39,3,0,0,-1,NA,1,58436073,40,1,Other,1,0
21,2,39,3,0,0,-1,NA,7,58436073,NA,1,Other,0,0
